,time,cell_463
0,1e-06,15.0
1,2.3e-06,15.0
2,3.99e-06,15.0
3,6.187e-06,15.0
4,9.043100000000002e-06,15.0
5,1.2756030000000003e-05,15.0
6,1.7582839000000004e-05,15.0
7,2.3857690700000008e-05,15.0
8,3.201499791000001e-05,15.0
9,4.2619497283000016e-05,15.0
10,5.6405346467900024e-05,15.0
11,7.432695040827003e-05,15.0
12,9.762503553075104e-05,15.0
13,0.00012791254618997635,15.0
14,0.00016728631004696927,15.0
15,0.00021847220306106004,15.0
16,0.00028501386397937803,15.0
17,0.00037151802317319144,15.0
18,0.0004839734301251489,15.0
19,0.0006301654591626936,15.0
20,0.0008202150969115016,14.999999999999998
21,0.0010672796259849522,14.999999999999995
22,0.0013884635137804378,14.999999999999982
23,0.0018060025679145692,14.999999999999948
24,0.0023488033382889403,14.99999999999985
25,0.0030544443397756225,14.99999999999957
26,0.003971777641708309,14.999999999998769
27,0.0051643109342208015,14.999999999996485
28,0.006714604214487042,14.999999999989962
29,0.008729985478833155,14.999999999971351
30,0.011349981122483102,14.99999999991828
31,0.014755975459228033,14.999999999767043
32,0.019183768096996442,14.999999999336431
33,0.024939898526095378,14.999999998111765
34,0.03242286808392399,14.999999994634171
35,0.04215072850910119,14.999999984779995
36,0.05479694706183155,14.999999956938733
37,0.07123703118038102,14.999999878599068
38,0.09260914053449533,14.99999965942579
39,0.12039288269484393,14.999999051134694
40,0.1565117475032971,14.999997381647573
41,0.20346627175428625,14.999992869762925
42,0.2645071532805721,14.99998092920418
43,0.34386029926474376,14.999950200818649
44,0.44701938904416694,14.999873954699861
45,0.581126205757417,14.999693320842455
46,0.7554650674846421,14.999289103075087
47,0.9821055877300349,14.998444091701067
48,1.2321055877300349,14.997096313726848
49,1.4821055877300349,14.99535606480678
50,1.7321055877300349,14.99329053820651
51,1.9821055877300349,14.990972522812166
52,2.232105587730035,14.988469289894002
53,2.482105587730035,14.985838052804235
54,2.732105587730035,14.98312511117825
55,2.982105587730035,14.980366739376231
56,3.232105587730035,14.977590715300467
57,3.482105587730035,14.974817934169856
58,3.732105587730035,14.972063865480978
59,3.982105587730035,14.969339774021948
60,4.232105587730035,14.966653702093407
61,4.482105587730035,14.964011240901096
62,4.732105587730035,14.961416127705874
63,4.982105587730035,14.95887070410948
64,5.232105587730035,14.95637626598663
65,5.482105587730035,14.953933329917978
66,5.732105587730035,14.951541835738691
67,5.982105587730035,14.949201300398862
68,6.232105587730035,14.946910934782085
69,6.482105587730035,14.944669732353425
70,6.732105587730035,14.942476536373194
71,6.982105587730035,14.940330090785947
72,7.232105587730035,14.938229078660587
73,7.482105587730035,14.936172151124653
74,7.732105587730035,14.93415794903105
75,7.982105587730035,14.932185119062638
76,8.232105587730036,14.93025232557678
77,8.482105587730036,14.92835825918627
78,8.732105587730036,14.926501642840629
79,8.982105587730036,14.924681235994907
80,9.232105587730036,14.92289583731799
81,9.482105587730036,14.92114428628899
82,9.732105587730036,14.91942546395096
83,9.982105587730036,14.917738293030062
84,10.0,14.917618619864136
