,x,y,b,h,K,Ss,Q,q,fixed,track,quad,vor_region,sum_conduct,plan_area,vol
50,-1093.874906,417.0124252,10.0,14.99550182834736,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,65,43.5697510079018,21853.210794068447,218532.10794068448
51,-1412.971782,345.44217382,10.0,14.998705337968188,0.9999999999999999,5e-05,0.0,0.0,0.0,0,0.0,240,38.99044525753007,18197.645592795656,181976.45592795656
52,-1213.4701995,1092.6312739999998,10.0,14.999492301939904,1.0,5e-05,0.0,0.0,0.0,0,0.0,551,40.75708141340698,14361.418673352353,143614.18673352353
53,-1206.4113495000001,318.66339046999997,10.0,14.996653541798052,1.0,5e-05,0.0,0.0,0.0,0,0.0,446,39.942423418748334,14283.569133649638,142835.69133649638
54,-1716.719014,999.72935295,10.0,14.999932947237799,1.0,5e-05,0.0,0.0,0.0,0,0.0,464,42.556961354913334,14983.42943773717,149834.2943773717
55,-1720.3320995,1303.800602,9.999999999999998,14.999977258892985,1.0,5e-05,0.0,0.0,0.0,0,0.0,81,44.33216510846375,16687.665801469375,166876.6580146937
56,-214.300513025,1467.6893505,10.0,14.998817857170206,1.0,5e-05,0.0,0.0,0.0,0,0.0,371,35.77727407063635,24581.84085159465,245818.4085159465
57,-628.05660325,329.69203570999997,10.0,14.972552304422994,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,22,39.52398941588505,21507.550458487443,215075.50458487443
58,-448.7812781,1992.8393255,10.0,14.999956285567587,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,57,57.01417491476459,94320.02804134374,943200.2804134374
59,-851.6176585000001,601.9820457999999,10.0,14.992357347806639,1.0,5e-05,0.0,0.0,0.0,0,0.0,200,41.85964511300627,24082.384588954752,240823.84588954752
60,-1135.7417815,135.79562107,10.0,14.994581830793583,1.0,5e-05,0.0,0.0,0.0,0,0.0,576,36.54726854040309,16488.321159892694,164883.21159892692
61,-870.31385075,144.72241511000001,10.0,14.984934292400085,1.0,5e-05,0.0,0.0,0.0,0,0.0,47,39.62775970329206,21954.791494823265,219547.91494823265
62,-902.8963927,1826.1096875,10.0,14.999944117265288,1.0,5e-05,0.0,0.0,0.0,0,0.0,151,37.41078780736395,28175.42713807504,281754.2713807504
63,-335.2532092,-20.46823578,10.000000000000002,14.890458858359393,1.0,5e-05,0.0,0.0,0.0,0,0.0,212,42.068142090473266,21228.595845541695,212285.95845541699
64,-1529.401255,1817.563627,9.999999999999998,14.999992539853226,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,533,38.39379946394291,29622.418028605243,296224.1802860524
65,-434.07199449999996,-91.55554312,10.0,14.921394871006106,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,49,42.800122955632226,16939.23289844519,169392.3289844519
66,-929.0599318,839.1208878,10.0,14.996866436380502,1.0,5e-05,0.0,0.0,0.0,0,0.0,648,40.22126310760068,15968.652523929864,159686.52523929864
67,-1521.4155825,1432.0966785,10.0,14.99995877205711,1.0,5e-05,0.0,0.0,0.0,0,0.0,458,40.83567727664868,19593.704342113793,195937.04342113793
68,-505.3782346125,1114.7036427499997,10.0,14.996429161400776,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,175,37.24939314790279,29519.047128156973,295190.47128156974
69,-414.2064968725,571.709968525,10.0,14.972569006167793,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,66,39.50363691382567,18056.022676511566,180560.22676511566
70,-624.133981425,174.09871215,10.0,14.965381318992907,1.0,5e-05,0.0,0.0,0.0,0,0.0,161,38.71599189490884,21506.26571182077,215062.65711820772
71,-170.946860475,1111.852070675,10.000000000000002,14.99412953042333,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,370,39.557675570549065,33897.433922757446,338974.3392275745
72,-1415.7042195,1493.600116,10.0,14.999949724141723,1.0,5e-05,0.0,0.0,0.0,0,0.0,457,40.96728733910699,22890.193757975663,228901.93757975663
73,-1839.2125465,998.5274647624999,10.0,14.999973085352627,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,462,58.750268393770924,85061.1763812582,850611.763812582
74,-1227.34478725,178.054988405,10.0,14.996448135410228,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,444,39.942423418748334,14283.569133649653,142835.69133649653
75,-1046.8022028999999,719.5005412,10.0,14.99708314383841,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,206,39.263648029177574,19576.59890314674,195765.9890314674
76,-1859.90533,-11.366850564999993,10.0,14.999851275345724,1.0,5e-05,0.0,0.0,0.0,0,0.0,75,40.53615741889162,14296.365293878276,142963.65293878276
77,-693.06664525,742.4091042499999,10.0,14.991529948068624,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,185,40.72906825133157,23015.80142832263,230158.01428322628
78,-1114.80834375,276.404023135,10.0,14.99479724367491,1.0,5e-05,0.0,0.0,0.0,0,0.0,445,41.22645711642663,14353.107934636144,143531.07934636145
79,-402.4386313975,104.92999784499999,10.0,14.923139823970937,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,213,39.66802142130646,22474.31704524151,224743.1704524151
80,-1110.43746085,1883.34009475,10.0,14.999976810203645,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,146,41.99099161241233,36476.807232788065,364768.07232788065
81,-1423.2290675,508.816235435,10.0,14.999025068569805,0.9999999999999999,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,191,38.39695756790137,22751.011165144155,227510.11165144155
82,-825.630970625,281.918345755,10.0,14.98493395397289,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,21,40.88867210564105,31333.435256726436,313334.35256726434
83,-1601.643747,1219.423041,9.999999999999998,14.99993662024434,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,456,38.695390338625245,21910.602674867376,219106.02674867373
84,-731.7877819,860.97852525,10.0,14.994713897733327,1.0,5e-05,0.0,0.0,0.0,0,0.0,202,40.43656308191526,22630.496115468755,226304.96115468757
85,-1219.19180895,1365.54199625,10.0,14.999821140819888,1.0,5e-05,0.0,0.0,0.0,0,0.0,455,34.77645551914124,35634.06989944815,356340.69899448147
86,-1298.07975975,811.55820855,10.0,14.999143483049302,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,204,42.39928677640866,16014.861964163167,160148.61964163167
87,-838.0343181999999,1314.6554230000002,10.0,14.999265948632608,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,197,36.02994027884352,28747.95460394938,287479.5460394938
88,-2500.0,1875.0,10.0,15.0,1.0,5e-05,0.0,0.0,2.0,0,0.0,46,99.71457792716106,1.0000000000000015e+20,1.0000000000000014e+21
89,-2500.0,625.0,10.0,15.0,1.0,5e-05,0.0,0.0,2.0,0,0.0,26,43.015196244090085,1.0000000000000018e+20,1.0000000000000018e+21
90,-1875.0,2500.0,10.0,15.0,1.0,5e-05,0.0,0.0,2.0,0,0.0,45,114.07350118634858,1.0000000000000074e+20,1.0000000000000073e+21
91,-1419.69705575,1686.33359025,9.999999999999998,14.999978335728574,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,537,41.17516318344801,20921.14704862234,209211.47048622338
92,-1134.83602975,911.6895059,10.0,14.998790972597662,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,645,39.71623470821164,13553.733981515958,135537.33981515956
93,-972.74628225,509.4972355,10.0,14.993795447042446,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,199,39.73328382938854,33047.85450315135,330478.5450315135
94,-468.29776725,1852.24409925,10.0,14.999882519878978,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,177,38.76970108374272,22668.94489713591,226689.4489713591
95,-321.5770725,902.2116041999999,10.0,14.988820928271524,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,363,43.48195486014838,28643.466691242407,286434.6669124241
96,-707.4348436,1262.6740770000001,10.0,14.998703827733303,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,196,36.35584508174509,29596.583874802454,295965.83874802454
97,-1045.57538635,1371.8858302499998,10.0,14.999681857967406,1.0,5e-05,0.0,0.0,0.0,0,0.0,60,35.673533775002994,33816.12667337131,338161.2667337131
98,-1692.1709465,581.126337885,10.0,14.999769523691315,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,593,37.49553943730239,18625.085048571043,186250.85048571043
99,-883.37990355,1966.70491375,10.0,14.999976680890295,1.0,5e-05,0.0,0.0,0.0,0,0.0,145,55.446965385692366,84651.57209414145,846515.7209414145
100,-1309.69156575,332.052782145,10.0,14.997897148791624,1.0,5e-05,0.0,0.0,0.0,0,0.0,447,41.77084231971143,14804.988096982015,148049.88096982014
101,-1604.716813,5.465963905000002,10.0,14.999334038739079,1.0,5e-05,0.0,0.0,0.0,0,0.0,571,39.89071989994252,12986.292818211416,129862.92818211415
102,-1411.71138325,1300.8666417499999,10.0,14.999889546030438,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,454,35.52029211577983,30735.819214764633,307358.19214764633
103,-1313.98569275,1747.83702775,10.0,14.99997563597226,1.0,5e-05,0.0,0.0,0.0,0,0.0,535,39.55667030261909,36190.918216577906,361909.18216577906
104,-1042.09542605,1989.95694375,10.0,14.999987044924126,1.0,5e-05,0.0,0.0,0.0,0,0.0,147,58.2379830505302,87475.47178310106,874754.7178310107
105,-890.33879515,720.5514668,10.0,14.994966668335373,1.0,5e-05,0.0,0.0,0.0,0,0.0,201,42.12621593812022,22361.531881041337,223615.31881041336
106,-928.8353657499999,1504.21698025,10.0,14.999743916787473,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,150,35.632152590670685,34145.22714182928,341452.2714182928
107,-410.2838750474999,416.116644965,10.0,14.95820279291542,1.0,5e-05,0.0,0.0,0.0,0,0.0,67,36.03973920934432,22180.437962857075,221804.37962857075
108,-335.2607526,1730.872558,10.0,14.999723696422363,1.0,5e-05,0.0,0.0,0.0,0,0.0,183,36.43695923854781,23052.955382439657,230529.55382439657
109,-614.0455108,980.5988718499999,10.0,14.995248482484268,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,61,40.06662582311162,21498.850628843546,214988.50628843546
110,-1185.4779117500002,459.271792535,10.0,14.997078053711936,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,190,43.05487601738972,14874.526897968593,148745.26897968593
111,-165.2378046175,506.962111575,10.0,14.947732000011754,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,383,36.78278185111787,17962.287886391026,179622.87886391027
112,-604.554277,1579.3177230000001,10.0,14.999615831476895,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,180,37.86740857258779,38301.63200447547,383016.32004475466
113,-1537.185436,218.22316343,10.0,14.999198847672519,1.0,5e-05,0.0,0.0,0.0,0,0.0,440,41.00004603896453,26928.78356970151,269287.8356970151
114,-351.0573847125,1589.66911175,10.0,14.9994276234243,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,375,37.53712822024937,26638.936142053477,266389.3614205348
115,-1557.700007,544.97128666,10.0,14.999513943554737,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,385,36.02132885774426,21598.210872617987,215982.10872617987
116,-1036.89938815,823.4369783,10.0,14.997757428504638,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,646,38.77119394794218,11382.427075670239,113824.27075670239
117,-1649.08808825,1469.62176375,10.0,14.99998178250694,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,83,38.865747703660105,19795.90046195546,197959.00461955462
118,-1609.5297289999999,1016.4861894750001,10.0,14.999881665625056,1.0,5e-05,0.0,0.0,0.0,0,0.0,463,41.23652809975584,14334.884794251502,143348.847942515
119,-406.36125322249995,260.523321405,10.0,14.939934581559683,1.0,5e-05,0.0,0.0,0.0,0,0.0,214,36.63208212359179,19241.942466774115,192419.42466774114
120,-583.373723125,466.887966355,10.0,14.97653888488372,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,187,36.39965591557173,25191.16029543273,251911.6029543273
121,-1548.034536,-80.07222523,10.0,14.999109060362397,1.0,5e-05,0.0,0.0,0.0,0,0.0,689,41.196227704938806,11915.98496367033,119159.8496367033
122,-1154.64165925,703.8166317,10.0,14.998024028303785,1.0,5e-05,0.0,0.0,0.0,0,0.0,205,41.45424601613921,13843.555058317477,138435.55058317477
123,-695.1542507500001,603.0329714,10.0,14.987644297176281,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,184,38.10560371464622,24630.629869335593,246306.29869335593
124,-1525.40841875,1624.83015275,10.0,14.999982419151982,1.0,5e-05,0.0,0.0,0.0,0,0.0,538,37.62239192488791,29217.928505868622,292179.2850586862
125,-919.15711705,943.0573249,10.0,14.997701873798716,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,649,41.212170260143765,11711.720129854766,117117.20129854766
126,-536.6032375,743.46002985,10.0,14.98734033700375,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,56,41.64287321537592,23438.544898810032,234385.44898810034
127,-1825.8567825,245.27472616,10.0,14.9998379809957,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,250,39.5400964793372,34564.72687612542,345647.26876125426
128,-526.922977525,137.30392632000002,10.0,14.949949119563678,0.9999999999999999,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,158,37.621869153017535,17111.49681011814,171114.9681011814
129,-1398.296112,1079.7399822500001,10.0,14.999747098400526,1.0,5e-05,0.0,0.0,0.0,0,0.0,461,42.335246307153334,13489.308620565862,134893.08620565862
130,-1784.6930175,528.8461613974999,10.0,14.99985489560291,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,386,41.62378496828942,18660.728022720185,186607.28022720185
131,-1026.9965734,927.3734154,10.0,14.998295963462924,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,643,37.09692659487734,13462.981284838745,134629.81284838746
132,-811.3176607,958.7412343999999,10.0,14.99692029209135,1.0,5e-05,0.0,0.0,0.0,0,0.0,203,38.777732401741765,18448.51180975676,184485.1180975676
133,-1567.9572925,708.345348275,10.0,14.999669552943098,1.0,5e-05,0.0,0.0,0.0,0,0.0,590,35.50678596565075,20609.7351572154,206097.351572154
134,-265.740796325,1309.3675275,10.000000000000002,14.997688050304522,1.0,5.000000000000001e-05,0.0,0.0,0.0,0,0.0,373,35.924304163680326,29985.4925225785,299854.92522578506
135,-1351.55844125,50.83597801500001,10.0,14.997804775147722,1.0,5e-05,0.0,0.0,0.0,0,0.0,442,41.01288610440383,15476.63754820198,154766.3754820198
136,-1330.6250035,191.44438008,10.0,14.99777652118032,1.0,5e-05,0.0,0.0,0.0,0,0.0,448,41.582122982106966,14802.352168979123,148023.52168979123
137,-1444.75431975,-93.461616905,10.0,14.99855096699904,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,690,40.84459250734535,16330.90827347521,163309.0827347521
138,-402.4976680125,1431.3472887500002,10.0,14.99889550361051,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,374,36.545436083614725,30712.845623719506,307128.45623719506
139,-401.1069513,999.9743133499999,10.0,14.993117705210114,1.0,5e-05,0.0,0.0,0.0,0,0.0,365,41.7719199676156,24984.35823605545,249843.5823605545
140,-625.0,2500.0,10.0,15.0,1.0,5e-05,0.0,0.0,2.0,0,0.0,19,98.25205845520722,1.0000000000000074e+20,1.0000000000000073e+21
141,-1661.39909,91.00415304,10.0,14.999528259201016,1.0,5e-05,0.0,0.0,0.0,0,0.0,439,41.4626438134794,22820.811667814036,228208.11667814036
142,-1776.760594,1507.146849,10.0,14.999993849144209,1.0,5e-05,0.0,0.0,0.0,0,0.0,4,72.6363521937847,103985.06656347323,1039850.6656347322
143,-1702.428232,744.5003995,10.0,14.999848111882276,1.0,5e-05,0.0,0.0,0.0,0,0.0,587,38.154539354953826,18436.34548991488,184363.45489914878
144,-824.1748642,1130.342927,10.0,14.998406202352546,1.0,5e-05,0.0,0.0,0.0,0,0.0,193,36.89635477108188,20179.56979464617,201795.6979464617
145,-1248.278225,37.44658634,10.0,14.99648437174154,1.0,5e-05,0.0,0.0,0.0,0,0.0,575,37.81095714912503,19186.747950221717,191867.47950221717
146,-1451.420675,815.3633483,10.0,14.999558828067485,1.0,5e-05,0.0,0.0,0.0,0,0.0,80,37.724832438552504,19235.496406180915,192354.96406180915
147,-1302.007184,1169.636605,10.0,14.999723939714762,1.0,5e-05,0.0,0.0,0.0,0,0.0,460,37.2186522222087,22568.27837345934,225682.7837345934
148,-1663.903605,1100.454355,10.0,14.999933477813684,1.0,5e-05,0.0,0.0,0.0,0,0.0,465,41.87816729654238,18141.144236887587,181411.44236887587
149,-538.690843,604.083897,10.0,14.981384828007135,1.0,5e-05,0.0,0.0,0.0,0,0.0,186,39.20227288766939,20098.25760862667,200982.57608626672
150,-1313.6368295,1024.4344845,10.0,14.999572655734479,1.0,5e-05,0.0,0.0,0.0,0,0.0,550,43.17873194265263,15220.346447166383,152203.4644716638
151,-1124.933215,1015.625943,10.0,14.999090412535574,1.0,5e-05,0.0,0.0,0.0,0,0.0,644,40.633661173076966,14767.241610272715,147672.41610272715
152,-1317.978529,1940.570502,10.0,14.999992220981387,1.0,5e-05,0.0,0.0,0.0,0,0.0,534,50.55303147281663,66753.56808224137,667535.6808224136
153,-147.5060627,-22.64707432,10.0,14.790613608512095,1.0,5e-05,0.0,0.0,0.0,0,0.0,391,43.087251566706506,26626.893745239468,266268.9374523947
154,-909.2543023000001,1046.993762,10.0,14.998310556162654,1.0,4.9999999999999996e-05,0.0,0.0,0.0,0,0.0,650,38.08855255898199,15117.665809047137,151176.65809047138
155,-1969.799904,72.79717605,10.0,14.999935242869633,1.0,5e-05,0.0,0.0,0.0,0,0.0,24,50.217958042406586,98283.19002662698,982831.9002662698
156,-1635.409574,1987.074562,10.0,14.99999871112616,1.0,5e-05,0.0,0.0,0.0,0,0.0,539,70.74508208310102,134987.9097295684,1349879.097295684
157,-2500.0,0.0,10.0,15.0,1.0,5e-05,0.0,0.0,2.0,0,0.0,11,35.08371573339489,1.0000000000000016e+20,1.0000000000000016e+21
158,-2500.0,2500.0,10.0,15.0,1.0,5e-05,0.0,0.0,2.0,0,0.0,9,76.68693851071487,1e+20,1e+21
159,-1164.544474,599.8801946,10.0,14.997585586718888,1.0,5e-05,0.0,0.0,0.0,0,0.0,198,40.311492375126726,23512.380949286242,235123.80949286243
160,-1502.340444,1033.243026,10.0,14.999817167992175,1.0,5e-05,0.0,0.0,0.0,0,0.0,467,42.376310725397246,12653.726534779242,126537.26534779242
161,-487.8142564,1711.648873,10.0,14.999753736839148,1.0,5e-05,0.0,0.0,0.0,0,0.0,176,39.54781713162982,28141.226255051828,281412.26255051827
