node_1,node_2,area,d,conductance
693,551,26231.888901455826,625.0,41.97102224232932
693,564,26374.384722721297,1250.0,21.09950777817704
693,711,652.2103478149564,1257.9800042202962,0.5184584378343918
0,76,30064.37658660121,625.0,48.10300253856194
0,164,34017.989093734584,625.0,54.42878254997534
0,134,1219.4685827395633,871.8241291558484,1.398755255742147
0,86,1629.2722433222652,812.6025697001742,2.005005034531724
0,125,1264.2701226630008,811.4130754996875,1.5581091318801257
0,120,2349.616545686752,780.3255689604681,3.011072094967819
564,553,23364.661472534586,625.0,37.383458356055336
564,711,1742.3278080074224,966.6169696514212,1.802500745083894
564,636,2592.0377855458273,831.8450914008425,3.116010195096286
564,665,2302.4151503560624,738.898465088272,3.1160101950962993
564,569,1101.348539543114,736.9808000292189,1.4944060136973025
564,660,2195.3224459986254,704.5299304390704,3.1160101950962926
568,551,429.3379109125706,903.5904368077431,0.4751465856913676
568,560,864.5981429085689,713.8416744912054,1.211190343467711
568,676,5125.038646106185,112.16400411717582,45.692365268559286
568,683,973.7524581459259,139.95291003190954,6.957714976586828
568,599,187.34524633156383,169.46319101982516,1.1055217667277768
568,565,4664.481827779157,112.16400411717582,41.586263476348904
551,560,22986.683289795867,625.0,36.77869326367339
551,676,1121.6403909245744,896.6904518526866,1.2508668834457979
551,711,4095.4549113455273,924.4969049532273,4.429928201385084
551,663,1130.4912367903626,903.7662214512877,1.2508668834458039
164,78,35884.287157872066,1250.0,28.707429726297654
164,134,4428.416887666055,1005.2905598275323,4.405111382350785
310,178,34631.38568133979,625.0,55.41021709014366
310,312,43183.71775627285,2500.0,17.27348710250914
310,271,3034.246565042293,1577.7610017415188,1.9231344682072367
310,205,5090.541940230655,1334.8620051496068,3.8135342234571463
310,303,4896.923895991438,919.9153137939311,5.323233370032137
310,255,4236.562554683595,1110.9281591402557,3.8135342234571312
250,303,4390.3380185277065,141.24287870637545,31.08360618771171
250,178,1462.892982877203,665.5385120173216,2.198059100205953
250,188,3914.0940505184917,141.24287870637522,27.711797482231738
250,266,1652.176396218275,120.64708880068767,13.69429144658199
303,178,4163.731968211154,643.3790646287665,6.471662192821975
303,266,411.59336363581644,228.44444436972714,1.801721923119614
303,255,7474.485541408058,282.64642913284865,26.44464875901518
178,195,30720.048844866673,625.0,49.152078151786675
178,188,758.0691991257265,715.4337864012309,1.0595937926540482
195,174,26926.565448886486,625.0,43.082504718218374
195,226,2536.892083466242,660.6174838667898,3.840183079347312
195,342,1699.3865971292475,641.934776420727,2.6472885712854133
195,188,812.7639247266096,712.517686780056,1.1406929818115492
195,213,1460.7663882301813,663.2731750878377,2.2023601181168395
188,266,787.1514774506851,129.7061196678725,6.068730445920958
188,181,920.0017352018078,120.64708880068798,7.6255610006609755
188,213,3893.2442554936683,141.24287870637522,27.564180871640225
271,312,4097.016676945376,1152.4379312424594,3.555086626251815
271,205,14864.122085146426,282.64642913284865,52.58910268475401
271,268,1021.3019389927629,300.96112331599056,3.393467992609992
271,352,13692.744751710206,282.64642913284854,48.444782386670056
271,201,2209.554482019693,228.44444436972734,9.672174292160179
352,197,5131.577363005497,162.57704561760087,31.56397229087022
352,312,9917.867814259485,892.0852432609079,11.117623443703586
352,201,214.2440509664884,300.96112331599033,0.7118661992151909
352,278,64.28919926180465,254.15139191840166,0.25295631385896744
352,265,1892.111618234464,126.74549867725464,14.928432472797683
509,419,3518.510286419254,660.9694176794136,5.323257313133084
509,471,1634.6432429120123,680.5172458010752,2.4020599815773687
509,475,24607.7795925029,625.0,39.37244734800464
509,427,23105.783415654885,625.0,36.969253465047814
509,537,1554.0531299129661,699.3319377058547,2.2221967082055603
636,711,5624.467142433918,219.52994733355732,25.620500577481632
636,665,4246.30891346676,219.5299473335574,19.342731891676028
636,666,1448.7043243952915,165.0150474983281,8.779225569777019
636,638,1617.4117215047293,148.5166702006301,10.890438893625742
174,311,24302.80829848884,625.0,38.884493277582145
174,226,947.9796692885559,752.2274964998874,1.2602300151210941
174,259,1511.7521168302542,657.8251698656697,2.298106223480259
174,214,1850.9396842448677,653.0296872230288,2.834388268190199
174,343,2254.1805323222516,619.9155155100134,3.636270549653375
311,553,22849.49830622114,625.0,36.55919728995382
311,622,3351.3426515905844,611.343910424281,5.48192693906889
311,259,7.999094248037974,720.5596806363767,0.011101223761192706
311,334,2116.6257374245943,656.4989110181954,3.224111574140799
311,340,1011.1132665913732,633.5866487845556,1.5958563339853324
553,622,98.01603609768884,770.5896906349391,0.12719614249825617
553,569,3938.5870300348624,605.0058283700312,6.509998491495457
553,572,2082.405517182331,713.203736016126,2.919790533928508
553,580,525.3265303192441,654.5305800840395,0.8026004380907519
711,663,5267.112430194582,112.16400411717564,46.95902639756092
711,666,1234.997031874191,148.5166702006301,8.315544848977844
711,562,217.00091674817963,169.46319101982505,1.2805194770750734
78,160,29779.914297443065,625.0,47.647862875908906
78,134,4572.671483225148,641.5863501340667,7.127133366022574
78,35,1657.5015649398947,582.1309733868965,2.8473000762979233
78,147,1333.4652372876874,563.5445356292046,2.3662109256349306
78,45,3098.114791290031,550.7887354496021,5.6248695586722155
55,76,1553.114594728511,717.0924939319867,2.1658497444484723
55,163,4153.222725021786,150.70171609454482,27.559226481642742
55,125,4498.626214238148,150.70171609454482,29.851194338197665
55,146,1507.3193614239287,126.13230434564441,11.950303843600391
312,197,752.3857432879286,804.8951152398741,0.9347624666149243
312,160,28443.868126062513,625.0,45.51018900170002
312,6,2776.0034154645928,604.5459285007247,4.591881748917055
312,252,525.5421629892687,626.5681780353144,0.8387629334084188
